Sample ID	Gene Name	Entrez ID	Start Position	End Position
P02124710A1624	AP-1	2353	71	75
P02124710A1624	Fos	2353	49	52
P02131652A0883	gastrin	2520	20	27
P02131652A0883	gastrin	2520	108	115
P02133731A1572	S3 (CBF: 79-60 ) to S5 (CBF: 39-0	6188	4	37
P02138707A0198	mXBP	11909	92	96
P02138915A1060	p36	51251	3	6
P02139891A0532	ATF	2668	208	211
P02139891A0532	CREB	1385	212	216
P02144610A1306	TCR alpha	28695	243	252
P02144610A1306	T beta 2	7905	106	114
P02144610A1306	TCR alpha and beta	28695;6957	-1	17
P02144610A1306	TCR beta	21577	332	340
P02145268A0746	COL3A1	1281	170	176
P02147223A1047	c-fos	2353	33	38
P02153243A0965	int-2	2248	55	60
P02153683A1579	uvomorulin	999	93	103
P02154467A0709	PC2	5311	3	6
P02154467A0709	furin	5045	96	101
P02154474A1504	P-450scc	1583	90	98
P02156828A0164	destrin	11034	34	41
P02156828A0164	cofilin	1072	110	117
P02157882T0000	abl	45821	51	54
P02158099A0487	CCL 13	6357	59	65
P02158099A0487	pM1	8834	68	71
P02158927A0000	UTR1	853508	120	124
P02158927A0000	UTR3	853509	126	130
P02158927A0000	OSM1	853510	132	136
P02158927A0000	tRNA(Gly) and RAD7	853512	138	156
P02158927A0000	CYC1	853507	114	118
P02162754A0801	pp15	10204	46	50
P02163347A0472	ets-1	2113	164	169
P02164585A0416	TraD	5892	3	7
P02164585A0814	tra	6955	52	55
P02164585A0814	traX	7257	68	72
P02164637A0515	cdc25	995	176	181
P02165589A0888	jun	3725	174	177
P02165589A0888	c-jun	3725	55	60
P02165589A0888	fos	2353	182	185
P02167321T0000	activator protein-2	7020	70	89
P02167321T0000	tissue-type plasminogen activator	5327	116	149
P02167784A0109	CO2	717	156	159
P02167784A0109	CO2	717	62	65
P02174974A0000	xylR	1218757	132	136
P02187871T0000	ANB1	853506	3	7
P02188096A0955	c-myb	4602	52	57
P02188096A0955	c-myb	4602	81	86
P02188168A0000	beta 2-microglobulin	3135	5	25
P02188168A0000	beta-2-M	567	34	42
P02195025T0000	LEU2	850342	19	23
P02196176A0749	TREB5	7494	62	67
P02196176A0749	TREB7	1386	-1	4
P02196176A0749	TREB36	466	9	15
P02196565A0606	RAP1	54386	84	88
P02196565A0606	RAP1	54386	245	249
P02196565T0000	Gal4	855828	104	108
P02196565T0000	Gal11	854106	5	10
P02199311A0620	RET1	338917	134	138
P02199311A0620	ret1	338917	36	40
P02200736A1003	MLTF	7391	83	87
P02200736A1003	AP-4	7023	74	78
P02201905A1004	RAP1	5906	59	63
P02204029A0184	N-ras	4893	177	182
P02204029A0184	N-ras	4893	91	96
P02204029A0184	unr	7812	46	49
P02204623A0000	insulin	3630	142	149
P02204625A1130	insulin	3630	87	94
P02204810A1080	GA2	2108	14	17
P02206858A0000	PC	5091	21	23
P02209243A0237	serum albumin	213	20	33
P02209540A1362	Ets1	2113	15	19
P02209540A1362	Ets2	2114	24	28
P02217741T0001	insulin	3630	54	61
P02223652A0939	antithrombin	462	5	17
P02223773A0000	actin	396526	77	82
P02223773A0000	actin	396526	103	108
P02223773A0000	ADF	396539	40	43
P02223773A0000	actin depolymerizing factor	396539	11	38
P02227438A0492	ODC	24609	99	102
P02229282A0454	TNF	7124	30	33
P02231479A0585	son	6651	50	53
P02233680A1115	HaG3	155465	97	101
P02233729A1065	Dhfr	1719	177	181
P02233729A1065	Dhfr	1719	108	112
P02233729A1065	Dhfr	1719	23	27
P02236002A0958	TCR beta	100529503	138	146
P02236022A0000	c-myb	4602	17	22
P02237431A0000	T cell receptor (TCR) alpha	28695	23	50
P02237431A0833	Ets-1	2113	3	8
P02247069A0261	TUP1	50613	3	7
P02247081A0223	VPS34	5289	32	37
P02247081A0223	VPS34	5289	115	120
P02250919A0404	cramp	820	79	84
P02251119A0319	hsc70	15481	144	149
P02252891T0000	interleukin 2	3558	39	52
P02262439A0508	MCh	5367	-1	2
P02265055A0417	ml-1	112744	174	178
P02265055A0417	ml-1	112744	107	111
P02265055A0417	ml-1	112744	77	81
P02269426A0428	Tat	6898	177	180
P02269426A0428	Tat	6898	35	38
P02270834A0123	HML	10462	25	28
P02277452A0116	PSP	5623	67	70
P02280777T0000	uteroglobin	7356	3	14
P02289639A0989	HbA1	3039	18	22
P02293019A0000	cathepsin-G	1511	173	184
P02293019A0000	Antileukoproteinase	6590	-1	18
P02293664A0946	vimentin	7431	43	51
P02296509A0997	p24	10959	100	103
P02298741A0809	PKC alpha	5578	260	269
P02298741A0809	PKC	112476	83	86
P02298741A0809	PKC	112476	121	124
P02303158T0000	trk	4914	79	82
P02307850A0000	RNKP-1	171528	103	109
P02308496A0000	insulin	3630	98	105
P02308496A0000	STH	246744	74	77
P02308496A0000	C-peptide	3630	107	116
P02308496A0000	ACTH	5443	68	72
P02317413A0364	neutrophil elastase	1991	77	96
P02326946T0000	lecithin/cholesterol acyltransferase	3931	6	42
P02326946T0000	LCAT	3931	44	48
P02330041A0335	hUBF	7343	90	94
P02330333A0325	Tl 1	9966	16	20
P02332018A0538	GH	8836	131	133
P02333545A0313	fibrinogen	2244	25	35
P02335713A0905	ALAD	210	52	56
P02335815A0530	TRF	7013	80	83
P02344529T0000	erythropoietin	2056	45	59
P02351239A0693	gastrin	25320	252	259
P02355920A0681	SP1	6667	53	56
P02357537A0451	pHa	3930	51	54
P02358975A0709	IgA	973	141	144
P02361812A1110	SMR	147719	10	13
P02368931A0587	IgE	3497	17	20
P02372496A0782	angiotensin II	183	25	39
P02372712A0002	tap	23541	14	17
P02390989A0745	GPE	2996	58	61
P02403035A0621	fumarase	2271	79	87
P02404451A1532	GM-CSF	1437	272	278
P02405393T0000	ETS2	2114	60	64
P02411513A0667	P22	11261	28	31
P02420432A1060	PAPP-A	5069	129	135
P02423533A1314	MAP1	369036	112	116
P02423533A1314	MAP2	25595	36	40
P02423533A1314	MAP1	369036	18	22
P02423850A0292	CYC1	853507	126	130
P02427869A0939	beta 2-adrenoceptor	154	12	31
P02444507A0240	Lysozyme	4069	-1	7
P02445751A0925	hem2	10787	159	163
P02454390T0000	alpha 1-fetoprotein	174	88	107
P02466414A0000	Ep	476115	47	49
P02468795A1086	prostatic acid phosphatase	55	5	31
P02469451A0239	MAO-B	4129	105	110
P02474093T0000	Angiotensin converting enzyme	1636	-1	28
P02474110A1039	ACE	1636	94	97
P02474110A1039	angiotensin converting enzyme	1636	63	92
P02476664A0563	K14	3861	63	66
P02480959A0470	P-450scc	1583	4	12
P02482293A1518	TNF	7124	2	5
P02482293A1518	EGF	1950	118	121
P02482293A1518	EGF-R	1956	65	70
P02482293A1518	TNF	7124	45	48
P02484714T0000	estrogen receptor	13982	51	68
P02485188A0415	ABC	10058	31	34
P02487898A0315	NGF	4803	94	97
P02487898A0315	NGF	4803	4	7
P02489032A0000	IgL	416928	27	30
P02489032A0000	Immunoglobulin light chain	416928	-1	25
P02489753A0581	CG	1511	139	141
P02493644A0588	jun	16476	21	24
P02493644A0588	c-jun	16476	70	75
P02493644A0588	jun-B	16477	80	85
P02495745T0000	tissue-type plasminogen activator	482840	34	67
P02496090A0252	CO2	717	6	9
P02496109A0754	L17	6139	354	357
P02496109A0754	IF1	93974	347	350
P02498652A0460	TSH beta	25653	28	36
P02498652A0460	TRH	25569	75	78
P02500432A1416	CAT	2847485	36	39
P02500432A1416	CAT	2847485	202	205
P02502602A0323	p50	4790	138	141
P02505087A1037	Fos	2353	46	49
P02507523A0791	ORF1	55354	3	7
P02507523A0791	ORF1	55354	86	90
P02509123A0371	IFN	3439	21	24
P02518691A0251	IL2R alpha	3559	233	243
P02518691A0251	IL2R alpha	3559	13	23
P02523800A1178	CHS1	1130	42	46
P02527365T0000	mos	4342	22	25
P02530413A0195	ANP	4878	26	29
P02532032A0385	ANF	4878	24	27
P02532032A0385	renin	5972	58	63
P02536160A0518	CAT	847	104	107
P02541251A1327	SP1	6667	100	103
P02543679A1291	DnaJ	16691466	83	87
P02545357A0000	rps16	6217	28	33
P02547778A0786	ANT1	291	40	44
P02549343A1008	gpI	100008744	114	117
P02549343A1008	gpI	100008744	19	22
P02555177A0488	LEU2	925	15	19
P02555177A0488	COX1	4512	89	93
P02555177A0488	COX3	4514	146	150
P02555177A0488	COX1	4512	178	182
P02555519A0798	CDR3	8163	67	71
P02555703T0000	interleukin-3	16187	34	47
P02556264A0278	TC-II	6948	4	9
P02557217A0000	Beta-endorphin	5443	-1	13
P02557217A0000	ACTH	5443	15	19
P02557350A0632	SRP54	6729	50	55
P02557350A0632	SRP54	6729	38	43
P02559630A0270	thrombin	2147	97	105
P02559630A0270	fibrinogen	2244	113	123
P02559630A0270	fibrinogen	2244	153	163
P02562787A0637	CNBP	7555	46	50
P02562787A0637	"NBP"""	4682	40	44
P02562825A0413	beta-2	28907	17	23
P02566613T0000	Somatostatin	6750	-1	11
P02568930T0000	CD2	914	109	112
P02573836A0244	mdr1	5243	102	106
P02574016A0428	TOF	55079	24	27
P02576405A0223	VP-16	3054	118	123
P02576405A0223	VP-16	3054	145	150
P02577458A0412	angiotensin converting enzyme	1636	56	85
P02577867T0000	jun	3725	42	45
P02580830A1131	AFP	174	81	84
P02580830A1131	AFP	11576	156	159
P02590869A0743	GALT	506997	3	7
P02591969A0961	ADH	124	58	61
P02595451A1136	AN2	26610	36	39
P02595451A1136	MIC1	9518	136	140
P02597549A0964	prothrombin	2147	187	198
P02603923A0220	epidermal growth factor	397083	124	147
P02605679A0306	k12	3859	68	71
P02605679A0306	k24	192666	213	216
P02645276T0088	RIP1	8737	17	21
P02647918A0423	GH	8836	25	27
P02647918A0423	somatomedin-C	3479	32	45
P02647918A0588	GH	8836	331	333
P02647918A0588	GnRH	2796	350	354
P02647918A0588	GH	8836	83	85
P02647918A0588	GH	8836	190	192
P02647918A0588	TRH	7200	346	349
P02648396A0565	c-jun	3725	39	44
P02648396A1033	c-jun	3725	57	62
P02651487A0000	insulin	3630	230	237
P02651487A0000	glucagon	2641	242	250
P02664229A0138	Arap	4192	183	187
P02668691A0570	nagA	4668	35	39
P02669199A0000	Tumor necrosis factor	7124	-1	20
P02669199A0000	TNF	7124	22	25
P02674141A1202	CTSE	1510	31	35
P02674674A1308	ARS	6012	113	116
P02674674A1308	OBF1	5450	75	79
P02674674A1308	OBF1	5450	48	52
P02675492A0806	CRP	1401	99	102
P02677002A0205	Asp	259266	112	115
P02677002A0205	Asp	259266	67	70
P02677002A0205	ATP	51761	43	46
P02685565A0165	c-myb	17863	42	47
P02685565A0165	c-myb	17863	136	141
P02686749A0000	beta 2-microglobulin	3135	190	210
P02689439A0000	GSTs	27306	41	45
P02689439A0402	Yb1	500538	114	117
P02689439A0402	Yb2	83807	215	218
P02691998A0672	ET-1	1906	151	155
P02692881A0354	PIH	5177	82	85
P02693208A0166	rad1	5810	79	83
P02693208A0166	rad52	5893	88	93
P02703121T0000	alanine aminotransferase	2875	80	104
P02705296A0231	ORF1	55354	60	64
P02709819A0495	ADR	231	8	11
P02713520T0000	cholinesterase	590	55	69
P02714852T0000	HLA-B	3106	20	25
P02714852T0000	HLA-C	3107	30	35
P02714852T0000	HLA-B	3106	71	76
P02720966A0455	kat	100131187	68	71
P02727909A0383	HLP	100188397	185	188
P02735364A1330	progesterone receptor	5241	82	103
P02739739T0000	COUP transcription factor	7025	-1	24
P02743981A0347	L10e	6175	86	90
P02744490A0894	PTHrP	5744	140	145
P02758382A0478	sex hormone binding globulin	6462	131	159
P02758382A0478	SHBG	6462	196	200
P02758382A0478	SHBG	6462	161	165
P02761540A0873	AP-1	3726	53	57
P02778873A0761	CRL3	133396	18	22
P02789062A0000	4F2	6520	26	29
P02789062A0000	4F2HC	6520	43	48
P02789217A1323	IL6	3569	7	10
P02793216A0876	CgA	1113	150	153
P02796988A0735	Sp1	6667	24	27
P02796988A0735	Sp1	6667	126	129
P02807780A0143	CIS	1154	131	134
P02809722A0926	GH	8836	77	79
P02811378A0379	S100	6271	58	62
P02820128A1670	insulin	3630	210	217
P02832149A1009	myb	17863	198	201
P02832149A1009	myb	17863	277	280
P02832149A1009	myb	17863	113	116
P02832744A0403	mos	428537	11	14
P02837763A0259	HL-14	3957	45	50
P02838710A0299	NPY	24604	13	16
P02843495A0544	CSF-1	12977	28	33
P02850967T0000	fos	2353	27	30
P02856622T0001	thyroglobulin	7038	12	25
P02861067A0000	a beta	351	178	184
P02890200T0001	Somatostatin	6750	-1	11
P02895472A0178	BiP	3309	96	99
P02902927A0145	GHF-1	25517	49	54
P02903500A0278	neu	4758	129	132
P02903500A0278	neu	4758	62	65
P02926499A0340	tau	4137	174	177
P02938185A0223	E1a	593	40	43
P02938185A0223	E1a	593	47	50
P02938185A0223	E1b	594	55	58
P02949170A0184	SHBG	6462	186	190
P02949170A0184	sex hormone binding globulin	6462	156	184
P02949170A0184	prolactin	5617	131	140
P02957125A0601	ANP	4878	110	113
P02958204A0175	apoprotein A1	335	97	110
P02958204A0175	apo A-1	335	112	119
P02958204A0175	HDL3	53369	157	161
P02958204A0175	HDL2	57338	146	150
P02962859A0276	beta-galactosidase	2720	40	58
P02968055A0984	ANF	4878	45	48
P02969316A0002	atrial natriuretic peptide	608289	80	106
P02969316A0002	ANP	608289	145	148
P02969316A0002	ANP	608289	108	111
P02969819A0814	TcR	6962	34	37
P02970061A0271	RAD18	56852	3	8
P02982332T0001	VP-16	3054	17	22
P02983331T0000	corticotropin-releasing factor	1392	33	63
P02985820A1287	c-myc	4609	66	71
P02987220A0472	FBP	8056	129	132
P02989637A0671	renin	5972	100	105
P02989637A0671	renin	5972	309	314
P02994253A0482	NTE	10908	33	36
P02994336A0864	ACTH	5443	62	66
P02995967T0000	c-erbB-2	2064	31	39
P02995967T0000	epidermal growth factor-receptor	1956	71	103
P02997622A0916	L-myc	4610	4	9
P02997777A0609	top1	7150	72	76
P02997777A0609	top1	7150	337	341
P02999267A0606	FAP	2191	9	12
P03001086A0587	hsp70	398343	122	127
P03001086A0587	hsp70	398343	109	114
P03001086A0587	hsp70	44920	81	86
P03001086A0587	hsp70	398343	94	99
P03001353A0146	mos	4342	135	138
P03003695A0395	c-sis	5155	156	161
P03003695A0395	c-sis	5155	36	41
P03004364A0775	ADM	133	61	64
P03004739A0753	CAT	847	175	178
P03004739A0753	CAT	847	63	66
P03006066A0653	c-myb	4602	63	68
P03006066A0653	c-myb	4602	73	78
P03007281A0905	Df	1675	47	49
P03014515T0000	alpha-galactosidase A	2717	5	26
P03015628A1078	Osteocalcin	632	-1	10
P03015953T0000	glucocorticoid receptor	14815	67	90
P03016301A0605	c-myc	4609	92	97
P03016301A0605	c-myc	4609	137	142
P03016506A0611	p410	257019	21	25
P03023859A0000	Ph1	189	18	21
P03023859A0000	Ph1	189	120	123
P03023887A0470	glucocorticoid receptor	2908	44	67
P03023970A0922	p53	7157	133	136
P03025862A0860	ssd	404713	65	68
P03033283A0837	NF1	4763	12	15
P03036933A0774	ACTH	5443	-1	3
P03036933A0774	ACTH	5443	71	75
P03038643A1374	erythroid alpha-spectrin	6708	33	57
P03038891A0935	p11	20194	74	77
P03045117A0936	epidermal growth factor	1950	88	111
P03045725A0872	prolactin	5617	44	53
P03046931A0247	eIF-4A	1974	16	22
P03053713A0752	DPM1	8813	21	25
P03061383A0000	TEM-1	2716540	133	138
P03061383A0000	Oxa-1	8319151	140	145
P03062370A0000	GCN4	856709	-1	3
P03065140A0273	GAL4	3960	36	40
P03065621T0000	MRP13	852975	85	90
P03073091A0338	insulin	3630	6	13
P03073091A0449	insulin	3630	64	71
P03076124A0496	hydroxymethylglutaryl coenzyme A (HMG CoA) reductase	3156	105	157
P03110678A0702	beta 2-microglobulin	3135	128	148
P03110678A0702	beta 2-microglobulin	3135	13	33
P03110692A0156	beta 2m	567	59	66
P03110692A0156	beta 2m	567	286	293
P03110801A0532	prolactin	5617	31	40
P03112412A0985	threonyl-tRNA synthetase	6897	66	90
P03114995T0000	gastrin	100685087	44	51
P03117046T0000	vinculin	396422	35	43
P03119227A0079	c-abl	25	90	95
P03123310A0000	Gart	33986	27	31
P03127463A1017	rIL-3	24495	5	10
P03137346A0319	nucleolin	4691	3	12
P03143048A1091	apolipoprotein A-I	335	42	60
P03167060A0000	Insulin-like growth factor II	3481	-1	28
P03167060A0000	IGFII	3481	30	35
P03171221A0531	elastin	2006	89	96
P03171279A0158	PIP	5304	156	159
P03186091T0000	oxytocinase	4012	39	50
P03192537A0370	HMG-I	15361	63	68
P03192537A0370	HMG-I	15361	138	143
P03198525A0164	MGA	23269	154	157
P03198525A0164	MGA	23269	167	170
P03198525A0164	MGA	23269	120	123
P03198525A0164	MGA	23269	219	222
P03209019A0662	CD-1	111334	54	58
P03218714A0000	An 11	10238	-1	4
P03280021A1615	SSB	6741	3	6
P03280807A0000	suf12	851752	16	21
P03296254A0556	factor VII	2155	156	166
P03309892A0637	actin	850504	109	114
P03312514A0756	insulin	3630	153	160
P03326381A0423	C-peptide	3630	52	61
P03332022A1094	c-raf	5894	68	73
P03338154T0000	tumor-associated trypsin inhibitor	6690	22	56
P03340548A1018	Cd2	768858	79	82
P03346157A0000	ABCC	4363	41	45
P03346210A0000	epidermal growth factor (EGF) receptor	1956	3	41
P03360667A0000	sea	6395	185	188
P03371806A0000	HSAP	2956	98	102
P03371894A0355	Vimentin	7431	-1	7
P03373755T0001	gastrin receptor	887	106	122
P03379058A0188	E1 alpha	593	41	49
P03380547A0169	SPA	653509	-1	2
P03417668A1233	Ca2	760	154	157
P03428084A0430	P100	4791	87	91
P03434347A0358	rCBF	362686	4	8
P03436877A0950	Kf	125061	105	107
P03436877A0950	Kf	125061	-1	1
P03443566A0675	TR	2149	79	81
P03446332A0831	LHRH	2796	61	65
P03486405A0341	IL-1 alpha	3552	118	128
P03494649A0472	CBF	10153	60	63
P03499657A0000	Osteocalcin	632	-1	10
P03513989A0580	UROD	7389	52	56
P03520729A0381	renin	5972	68	73
P03522105A1011	TOB	10140	17	20
P03537721A0491	GAL4	3960	89	93
P03537721A0876	PEP4	855949	100	104
P03540853A0652	Mop	57486	37	40
P03544858A0374	insulin	3630	55	62
P03545955A1378	insulin	3630	9	16
P03552363A0568	insulin	3630	17	24
P03568311A0273	RAP	4043	79	82
P03577670A0236	arylsulfatase A	410	87	102
P03577670A0236	ASA	410	104	107
P03595418A0688	ornithine decarboxylase	18263	48	71
P03597218A0901	antithrombin III	462	84	100
P03602261A0238	growth hormone	2688	336	350
P03619249A0428	HBc	85348	158	161
P03619249A0428	HBc	85348	184	187
P03651840A0266	MAO-B	4129	66	71
P03659603A0797	CO2	717	95	98
P03659603A0797	CO2	717	61	64
P03659805A0404	Cox	1351	127	130
P03663789A0568	HAL	3034	145	148
P03682805A0375	albumin	213	15	22
P03685073A0200	acetylcholinesterase	43	43	63
P03696899T0001	erythropoietin	2056	11	25
P03698251T0000	P50	4790	35	38
P03712106A0000	SPI	1113	87	90
P03780248A0274	pH	5053	240	242
P03785212A1128	RPS14	6208	-1	4
P03810867A0305	TNM	10178	91	94
P03818467A0180	plasma glutathione peroxidase	2878	145	174
P03865743A0859	apo B	338	58	63
P03865743A0859	apo A-II/B	336	85	95
P03865743A0859	apo A-I/B	335	65	74
P03865743A0859	HDL2	57338	49	53
P03869442A0223	vasopressin	551	146	157
P03874921A0862	EP	2069	129	131
P03878585A0507	CPB	1360	310	313
P03878585A0507	CPB	1360	42	45
P03878585A0507	CPB	1360	85	88
P03915540A0863	gcn2	440275	108	112
P03921727A0523	apo A-II	336	33	41
P03921727A0523	apo A-I	335	21	28
P03923976T0001	factor XII	2161	53	63
P03928678T0000	Thyrotropin-releasing hormone	7200	-1	28
P03937294A0404	secretin	6343	6	14
P03944212A0166	rCBF	362686	16	20
P03972185A0137	insulin	3630	44	51
P03978045A0857	VWF	7450	90	93
P03985849A0221	IgA	973	229	232
P03987818A0440	AP-A	2028	23	27
P03989827T0000	lactase	3938	16	23
P03992022A0330	cytochrome P-450	25251	21	37
P04004168A0000	triosephosphate isomerase	7167	44	69
P04024685A0650	EDD	51366	132	135
P04033402A1112	HDL2	57338	82	86
P04038454A0984	dl-1	28514	254	258
P04038454A0984	dl-1	28514	267	271
P04038454A0984	dl-1	28514	141	145
P04038454A0984	RBP	57794	65	68
P04038454A0984	dl-1	28514	128	132
P04048245A0331	CPN	1369	86	89
P04058985A0000	prolactin	5617	103	112
P04068663A0452	CRF	12917	29	32
P04068663A0452	CRF	12917	145	148
P04070725A0442	P100	4791	9	13
P04071063A0863	antithrombin	462	175	187
P04071063A0863	alpha 2-antiplasmin	5345	115	134
P04071063A0863	fibrinogen	2244	93	103
P04088936T0001	antithrombin III	462	26	42
P04139081T0001	HL-A	3105	-1	3
P04369884T0000	CSF	1437	67	70
P04369884T0000	colony-stimulating factor	1437	40	65
P04423347T0001	ceruloplasmin	1356	10	23
P04428800T0001	LAP	7939	42	45
P04428800T0001	GPT	2875	50	53
P04746559T0053	renin	5972	87	92
P04746559T0053	renin	5972	13	18
P04757217T0000	LCAT	3931	58	62
P04810131T0000	Aryl hydrocarbon hydroxylase	1545	7	35
P04976988T0000	serum albumin	213	22	35
P04992478T0000	histaminase	26	6	17
P05203499T0001	BSP	3381	52	55
P05362866T0000	Renin	5972	-1	4
P05424220T0001	lipase	291437	23	29
P05425195T0001	alanine aminotransferase	2875	55	79
P05471866T0000	growth hormone	2688	10	24
P05488121T0000	CO2	717	-1	2
P05529283T0000	IgA	973	24	27
P05594277T0051	P32	708	19	22
P05794247T0000	lipoprotein lipase	403626	46	64
P05857301T0000	CC1-4	444962	56	61
P05960999T0001	C-reactive protein	1401	82	100
P05960999T0001	CRP	1401	176	179
P06089575A0464	MCh	5367	16	19
P06090458A0407	PEPCK	5106	3	8
P06096380A0662	cytosolic phosphoenolpyruvate carboxykinase	396458	15	58
P06096863T0000	CYC1	853507	32	36
P06101359T0000	insulin	3630	26	33
P06121577A0280	renin	5972	218	223
P06131038A0000	lipoprotein lipase	100340171	39	57
P06131378A0818	DHFR	1719	152	156
P06131378A0818	DHFR	1719	82	86
P06152670T0000	secretin	6343	6	14
P06152844T0000	growth hormone	2688	23	37
P06152844T0000	prolactin	5617	42	51
P06181216A0070	IgA	973	65	68
P06185014A0642	alpha 1-antitrypsin	5265	66	85
P06198532A0982	RHD	6007	117	120
P06198532A0982	RHD	6007	233	236
P06212776A0000	G6PD	2539	82	86
P06224974A0833	CPA	1357	67	70
P06244732T0000	creatine kinase B	1152	25	42
P06251469A0830	IAP	3375	60	63
P06278424A0145	gamma 2b	16016	93	101
P06278424A0145	gamma 2b	16016	115	123
P06281759A1086	RNase III	29102	7	16
P06286443A0498	ACTH	5443	19	23
P06287231A0914	TRP1	851570	12	16
P06296833A0000	larval cuticle protein	59159	25	47
P06308607A0375	p30	201161	122	125
P06321505A0401	PTH	24694	229	232
P06324089A0453	GAL7	653499	28	32
P06325415A0757	Ad5	8081	156	159
P06325415A0757	Ad7	114475	75	78
P06325415A0757	Ad7	114475	35	38
P06325415A0757	Ad5	8081	43	46
P06327039A0743	LVM	23209	44	47
P06327039A0743	CD25	3559	217	221
P06328485A0277	myc	420332	303	306
P06328485A0277	myc	420332	236	239
P06328504A0161	PGK-1	5230	59	64
P06345840A0348	TPR	7175	139	142
P06361318A0440	KS-R1	8844	51	56
P06361318A0440	KS-R1	8844	161	166
P06361318A1127	KS-R1	8844	93	98
P06361318A1127	KS-R1	8844	190	195
P06374418A0877	parathyroid hormone	5741	82	101
P06379363A0415	insulin	3630	102	109
P06382374A0206	insulin	3630	30	37
P06394347A1024	renin	5972	52	57
P06401749T0000	vasopressin	551	55	66
P06402859A0000	AT III	462	17	23
P06402859A0000	Antithrombin III	462	-1	15
P06402859A0000	thrombin	2147	86	94
P06407348A0516	beta2	28907	215	220
P06414990A0057	TRH	7200	35	38
P06434572A0157	GH	8836	74	76
P06434572A0157	GH	8836	333	335
P06441624A0263	BGP	634	31	34
P06454625A0000	factor 2	8458	227	235
P06468565A0000	cat	847	26	29
P06468565A0000	tau	4137	133	136
P06482665A0735	AMPH	105497766	29	33
P06494766A0241	nodal	4838	34	39
P06527379T0044	beta B1	941	39	46
P06546392A0542	C reactive protein	1401	15	33
P06582285A0222	U-P and D E	7378	37	48
P06584416A0157	PGF	5228	124	127
P06585277A0000	prostatic acid phosphatase	55	67	93
P06602580A0664	alpha 1-antitrypsin	5265	122	141
P06609166A0209	C18	27241	150	153
P06634712A0557	PTH	5741	95	98
P06668316A0178	MOS	4342	7	10
P06671065A0000	insulin	3630	35	42
P06671385A0856	renin	5972	51	56
P06685004A0000	SHBG	6462	63	67
P06685643A0179	C1-INH	710	28	34
P06698047A0445	TRH	7200	74	77
P06698047A0445	Prolactin	5617	3	12
P06702257T0001	Antithrombin III	462	-1	15
P06715792A0295	HBB	3043	-1	2
P06755468A0180	cob	854583	81	84
